gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TNNI1	857879	209	26	208200	58200	0	1	0	0	50	12	7071600	7.539555e-02	1
HS3ST6	1766472	214	39	312900	110100	0	1	0	0	50	22	10176450	7.542739e-02	1
SEMA5A	45422	891	-2	1171500	317550	0	5	3	0	25	11	4392600	7.573506e-02	1
LTB4R	915114	220	38	346800	131550	0	2	0	0	50	14	8881050	7.579165e-02	1
ZFP91	284768	644	2	617700	171150	0	5	0	0	50	23	7687350	7.604504e-02	1
RRH	212757	462	28	369300	98700	0	1	0	0	50	9	7625250	7.611345e-02	1
APOL5	1161568	376	-43	457050	136050	0	2	1	0	50	27	8322300	7.614747e-02	1
ZACN	1611239	218	22	438450	134400	0	3	0	0	50	19	10145400	7.616141e-02	1
C16orf74	390985	250	38	88650	20700	0	1	0	0	50	13	7948500	7.641660e-02	1
ATF3	418310	224	22	219150	59850	0	1	0	0	50	14	7998150	7.660101e-02	1
RFPL1	723458	203	35	334800	96300	0	3	0	0	50	17	9354900	7.664923e-02	1
FLT3LG	2173457	290	44	250950	82050	0	1	0	0	50	23	8364000	7.669719e-02	1
BTF3	439732	289	38	223200	65250	0	2	0	0	50	23	7578750	7.685304e-02	1
SUGT1	307262	469	26	418650	98850	0	3	0	0	50	15	8942400	7.741311e-02	1
CDC20B	222731	430	2	566700	155100	0	3	0	0	50	18	9325350	7.789160e-02	1
TP53INP2	1047752	147	47	228750	75000	0	1	1	0	47	15	8507850	7.828625e-02	1
CHRNA1	414231	577	21	525150	144000	0	3	0	0	50	10	9433650	7.841724e-02	1
NOX4	30048	1071	-25	646350	165900	0	3	1	0	50	39	12986850	7.859820e-02	1
TMX1	338961	610	38	311700	80250	0	1	0	0	50	13	7315950	7.886528e-02	1
PIK3CA	401889	613	11	1184100	295050	0	4	0	0	50	24	9200100	7.887007e-02	1
ELMOD1	300861	676	-3	381300	90750	0	3	2	0	27	10	3213300	7.902893e-02	1
KRT76	1444461	422	38	682500	195450	0	4	0	0	50	24	9427350	7.921797e-02	1
CRYGC	327858	440	13	191250	50400	0	1	0	0	50	22	8988300	7.921874e-02	1
HMX2	213809	769	0	281550	90150	0	2	0	0	50	24	8350950	7.962311e-02	1
CD58	692758	418	19	277950	70800	0	1	0	0	50	13	9270450	7.990194e-02	1
STRAP	323662	534	22	389850	100200	0	1	0	0	50	9	10684350	8.005474e-02	1
SIGLEC1	942842	353	32	1755450	589050	0	12	1	0	50	10	8976900	8.007652e-02	1
PLEKHB1	547370	311	38	264300	77700	0	2	0	0	50	21	7223250	8.015923e-02	1
ATAD3A	1714469	248	27	684600	200550	0	3	1	0	50	13	9080400	8.022702e-02	1
C10orf2	1020226	247	40	716850	222750	0	2	0	0	50	23	8494350	8.033755e-02	1
ASB9	204248	NaN	17	332700	90300	0	3	0	0	50	17	8965050	8.039956e-02	1
NDUFB8	1153157	264	50	209100	52350	0	1	0	0	50	19	8721600	8.042450e-02	1
RNF4	816930	179	39	224850	43800	0	1	0	0	50	12	7119300	8.050646e-02	1
NNAT	790368	549	52	90000	27900	0	1	0	0	50	19	10136100	8.086394e-02	1
EFNA1	1801444	194	32	226800	58500	0	1	0	0	50	16	8400000	8.088950e-02	1
SEPHS2	2338593	142	59	457050	149100	0	3	0	0	50	22	9274200	8.112947e-02	1
ABHD6	611196	221	43	370500	100200	0	3	0	0	50	9	8776800	8.122381e-02	1
KRTAP12-3	874480	461	25	102750	30000	0	1	0	0	50	15	9538650	8.175901e-02	1
BLCAP	790368	549	52	91200	27600	0	1	0	0	50	19	10136100	8.190253e-02	1
SCAND3	239465	576	27	1425600	369900	0	6	1	0	50	14	9817350	8.206516e-02	1
POLK	253484	500	54	967050	234000	0	3	0	0	49	14	9525750	8.217087e-02	1
LYNX1	427585	373	34	230250	68100	0	1	0	0	50	13	7404450	8.230414e-02	1
FOSL2	465927	197	30	337650	109200	0	3	0	0	50	12	9198900	8.258470e-02	1
LGALS12	887496	459	31	362400	108300	0	1	0	0	50	9	9501150	8.285927e-02	1
TSPAN4	1799017	232	51	259050	76200	0	1	0	0	50	12	7906050	8.313124e-02	1
IL4R	227872	560	25	882600	255900	0	3	0	0	47	11	7547250	8.323351e-02	1
OR10X1	179404	940	1	334950	102450	0	2	1	0	50	24	9681900	8.326190e-02	1
WNT5A	28683	425	20	410400	111150	0	3	1	0	50	20	8455500	8.343420e-02	1
OSTF1	94966	640	7	248550	57900	0	2	0	0	50	27	10858800	8.370917e-02	1
UQCR11	2259505	213	33	62550	18900	0	1	0	0	50	27	9049350	8.376617e-02	1
TCP10	254009	704	1	354150	100800	0	2	0	0	50	21	10559400	8.415921e-02	1
OR1N2	407749	646	9	339900	106500	0	2	0	0	50	20	8580750	8.424269e-02	1
PRSS21	1717244	210	42	336750	97500	0	2	0	0	50	26	10156800	8.433424e-02	1
IRX6	130838	706	-26	464400	148050	0	2	1	0	50	38	9242100	8.467225e-02	1
PLEK	208260	586	23	392700	95550	0	1	0	0	50	14	9019050	8.468999e-02	1
SFXN4	789279	149	29	379800	100800	0	2	0	0	50	12	9966750	8.474219e-02	1
CAPNS1	978272	326	6	301800	80700	0	2	0	0	50	14	6363750	8.479305e-02	1
RAB8A	761374	298	42	235200	58200	0	1	0	0	50	15	7921950	8.480699e-02	1
OLIG3	210173	486	29	279000	89550	0	3	1	0	50	11	8506950	8.486734e-02	1
CCDC127	1040169	530	24	280950	75000	0	1	0	0	50	20	7861350	8.507193e-02	1
HVCN1	827901	194	41	299850	80850	0	2	0	0	50	17	7749750	8.557311e-02	1
C1S	2495896	211	52	750750	199200	0	6	1	0	50	23	10012350	8.577498e-02	1
SP4	105280	643	26	818100	250650	0	3	0	0	50	19	9290400	8.612950e-02	1
DFFB	249345	412	26	367650	100800	0	1	0	0	50	8	8733300	8.616941e-02	1
CCND2	305146	860	35	310200	88500	0	3	1	0	46	14	7041150	8.620879e-02	1
NFKBIZ	550073	421	16	773250	217200	0	3	0	0	50	18	8556750	8.624465e-02	1
SDCBP	200469	608	11	330300	89100	0	2	0	0	50	21	9650550	8.627617e-02	1
TMEM231	488582	225	6	385200	97200	0	1	0	0	50	19	10246050	8.627989e-02	1
KCNQ3	163210	970	-6	924900	278850	0	5	2	0	50	15	8212050	8.639266e-02	1
PRPS1L1	89480	675	-1	335100	97350	0	3	1	0	50	18	8713800	8.648869e-02	1
TIMM22	1306390	270	27	207900	61650	0	1	0	0	50	20	8238300	8.649250e-02	1
ADPRHL2	853740	282	27	384450	116850	0	3	0	0	50	18	9955650	8.675724e-02	1
PRSS55	78691	633	3	377400	108150	0	2	1	0	50	17	8436150	8.695343e-02	1
RBM12	1423559	169	53	959850	301500	0	6	1	0	30	15	5206500	8.704304e-02	1
ARGLU1	169398	1237	11	292500	82800	0	1	0	0	50	12	8355750	8.708312e-02	1
AKAP14	772178	NaN	38	226950	53400	0	1	0	0	50	22	9519300	8.712292e-02	1
CTSB	470951	301	42	378600	96600	0	2	0	0	50	19	8833350	8.714154e-02	1
DCP2	274112	439	25	474750	111600	0	2	0	0	50	11	8489100	8.744502e-02	1
MECP2	2370576	NaN	29	527850	164700	0	3	0	0	50	26	12242400	8.764135e-02	1
PCDHA9	896676	606	-12	1017300	331800	0	6	3	0	50	35	10216800	8.778896e-02	1
C1QA	389456	541	29	253950	81750	0	1	0	0	50	18	9107400	8.828226e-02	1
GLYAT	285823	620	9	329100	81750	0	1	0	0	50	20	8824500	8.830209e-02	1
PACRG	81261	1273	-28	323400	88350	0	2	0	0	50	31	10184550	8.891241e-02	1
OTUD6B	104917	935	1	358350	90750	0	1	0	0	50	18	8997750	8.897993e-02	1
LCE2B	169158	818	24	117750	33900	0	1	0	0	50	12	8504550	8.900452e-02	1
C1orf52	348743	384	3	200250	51300	0	1	0	0	50	23	8490750	8.910426e-02	1
LCE2C	169158	818	24	118350	33300	0	1	0	0	50	12	8504550	8.943598e-02	1
TMEM150B	1028808	209	19	250650	76050	0	1	0	0	50	14	7666800	8.956702e-02	1
TSPAN2	595238	555	4	245100	68100	0	1	0	0	50	28	11901750	8.962621e-02	1
KSR2	639801	685	-6	998250	281550	0	3	0	0	50	19	9456900	8.969289e-02	1
SLC24A2	493733	635	-12	711750	199050	0	2	1	0	50	10	6336450	8.970978e-02	1
GAD2	101835	680	-1	654750	165150	0	5	0	0	30	8	5016000	8.972612e-02	1
KRT26	836683	269	-10	507750	138900	0	2	1	0	50	25	6967950	8.978011e-02	1
GCLM	558028	275	9	300900	81150	0	1	0	0	50	18	10632750	8.984812e-02	1
CTHRC1	428438	615	23	258150	77550	0	1	0	0	50	11	6804900	8.997171e-02	1
DNAJC9	829738	249	44	285750	74700	0	1	0	0	50	17	9684750	9.006151e-02	1
MT1M	653985	187	28	71700	15600	0	2	0	0	50	18	6913950	9.007792e-02	1
MRPS23	873797	222	6	208200	57750	0	1	0	0	50	21	8156250	9.019548e-02	1
CDC42SE2	313468	414	34	97200	22950	0	2	0	0	50	13	7698150	9.028905e-02	1
CACNG3	360425	348	8	336150	95850	0	2	0	0	50	14	8814000	9.041779e-02	1
KLC2	2133752	236	53	673200	196650	0	2	1	0	50	28	10315350	9.044083e-02	1
NSMCE4A	249185	396	25	425700	114300	0	1	0	0	50	7	8961150	9.090067e-02	1
MT1B	653985	187	28	72450	15750	0	1	0	0	50	18	6913950	9.097596e-02	1
MMP13	374035	482	-10	522150	132150	0	4	1	0	50	31	10536450	9.102144e-02	1
KCNH1	153525	862	-7	1056900	297600	0	6	0	0	40	20	7627350	9.108540e-02	1
HOXD13	242935	874	15	352500	114600	0	2	0	0	50	20	8207850	9.109845e-02	1
CDIPT	NaN	NaN	NaN	229800	68100	0	3	0	0	50	40	16772700	9.126638e-02	1
AIMP1	158895	711	5	369600	97950	0	2	0	0	50	24	9921750	9.147337e-02	1
HECW2	166718	447	13	1703100	470850	0	12	1	0	16	3	3349200	9.160529e-02	1
TAS2R1	349235	840	-18	313200	91800	0	2	1	0	50	26	8274600	9.185438e-02	1
OR2Y1	831824	515	18	318000	103200	0	1	0	0	31	5	4558800	9.188412e-02	1
COPS7B	955894	365	41	288450	80100	0	1	0	0	50	27	8981550	9.204043e-02	1
CX3CL1	749108	159	39	408600	133200	0	3	0	0	50	11	7741650	9.208732e-02	1
CYB5R3	858524	189	74	376950	100950	0	3	0	0	50	17	9151500	9.214847e-02	1
GPA33	287664	611	-1	348450	94350	0	2	1	0	50	20	8152650	9.220248e-02	1
SDR9C7	2103486	286	26	330300	99000	0	1	0	0	50	27	10281450	9.227888e-02	1
OR2T10	116628	850	-20	327750	94350	0	1	0	0	50	19	8232000	9.238625e-02	1
CELF4	55294	588	-11	538800	140250	0	3	1	0	33	26	7394250	9.244124e-02	1
GRM1	92600	941	-13	1277850	378150	0	8	2	0	39	17	8235450	9.247334e-02	1
OR8B12	171574	746	-1	321300	97650	0	3	0	0	50	29	11042700	9.249244e-02	1
SPESP1	373553	452	33	373500	102150	0	3	0	0	50	14	7967700	9.256652e-02	1
TAS2R8	408176	517	12	328500	89550	0	1	0	0	50	18	8022900	9.263716e-02	1
C1orf110	334195	540	-7	329400	85050	0	3	0	0	50	14	7115550	9.273296e-02	1
GTPBP10	138505	1085	-5	429600	111300	0	3	0	0	50	10	7845450	9.280446e-02	1
CDK6	697669	464	26	351750	100500	0	2	0	0	50	19	8925900	9.284022e-02	1
RNASET2	225834	633	18	289200	73050	0	1	0	0	50	13	7981950	9.319095e-02	1
CCDC137	3745109	205	30	312900	88500	0	1	0	0	50	10	7538100	9.334102e-02	1
PARD6A	1065785	147	41	350700	122250	0	1	0	0	50	31	11869800	9.360871e-02	1
JUNB	1937827	226	32	346800	123000	0	1	1	0	50	20	8887050	9.374066e-02	1
DEFB128	215351	430	25	102450	26250	0	1	0	0	50	5	7278150	9.383642e-02	1
PPAP2C	233160	578	-13	344550	108600	0	1	0	0	50	16	7725900	9.384574e-02	1
NDUFA1	772178	NaN	38	79800	20550	0	1	0	0	49	22	8627400	9.408176e-02	1
U2AF1	687433	279	59	293850	76950	0	2	0	0	50	16	8007000	9.439913e-02	1
MARCH5	429135	317	31	302550	83100	0	2	0	0	50	17	7239750	9.440777e-02	1
VKORC1	1296884	351	35	183600	41400	0	3	0	0	50	30	9445350	9.443018e-02	1
PITPNC1	648233	365	3	414900	104400	0	2	0	0	50	16	8074350	9.458286e-02	1
S100A10	769085	225	29	111300	24600	0	1	0	0	50	15	8862450	9.464403e-02	1
PRR16	8721	1054	-19	291300	93000	0	3	0	0	50	18	9177900	9.496903e-02	1
C12orf44	468067	234	41	231300	67950	0	1	0	0	50	15	6799200	9.502291e-02	1
PDCD4	340524	254	9	523800	137700	0	2	0	0	50	10	9382500	9.515982e-02	1
CAPZA1	560292	325	23	326250	77400	0	2	0	0	50	24	9549600	9.521356e-02	1
FTHL17	77068	NaN	8	193950	55350	0	2	0	0	50	20	11177700	9.535771e-02	1
CCDC93	195266	578	-2	718500	176100	0	3	0	0	50	20	7920750	9.536252e-02	1
VPS36	365031	318	37	435150	111600	0	2	1	0	50	18	8961900	9.544477e-02	1
NUDT14	872033	260	25	233850	75300	0	1	1	0	50	21	8599800	9.597779e-02	1
PPP4R2	128046	483	17	465300	114300	0	1	0	0	50	11	8490150	9.622926e-02	1
TRUB1	188808	343	9	373950	112050	0	2	0	0	50	23	8858400	9.623787e-02	1
TNFRSF10A	633411	240	42	501900	147450	0	1	0	0	50	14	10295250	9.628761e-02	1
SPPL3	1410077	392	45	416100	121650	0	2	0	0	50	32	12516150	9.638528e-02	1
OSGEP	464497	395	17	363900	107700	0	2	0	0	50	24	9010800	9.639869e-02	1
MAEA	938287	391	37	433350	117900	0	2	0	0	50	13	7848750	9.660017e-02	1
NFASC	388939	440	33	1493850	416850	0	5	2	0	50	15	8424600	9.664398e-02	1
MIP	2793663	184	61	270450	92250	0	1	0	0	50	25	11212950	9.666346e-02	1
OLFM1	199862	446	28	511050	133350	0	2	1	0	50	11	8340900	9.673662e-02	1
CDC37	1956832	207	38	423450	100800	0	2	1	0	50	22	9900600	9.681262e-02	1
GOLPH3	440207	197	16	317100	91950	0	3	0	0	50	16	8886600	9.685099e-02	1
FOXS1	1015946	241	37	334950	112800	0	2	1	0	50	15	7239450	9.696767e-02	1
UXS1	125109	844	2	474150	120300	0	2	1	0	50	13	8085600	9.715950e-02	1
POTEG	148332	835	-50	568050	137550	0	4	0	0	23	13	3076500	9.769070e-02	1
AHRR	808969	399	34	771150	240900	0	4	2	0	50	20	11255250	9.771841e-02	1
FAM167A	483148	520	43	223350	68700	0	2	0	0	50	14	9044700	9.797362e-02	1
CCDC19	803074	403	7	612750	153150	0	2	0	0	50	15	6338700	9.818923e-02	1
PPIC	183387	519	12	227850	66900	0	1	0	0	50	29	10415400	9.822033e-02	1
RPL18A	1216364	212	37	193050	54900	0	1	0	0	50	23	7409550	9.830187e-02	1
LYPLAL1	82669	735	-6	262350	67050	0	1	0	0	50	27	11313750	9.846839e-02	1
C7orf61	1479297	186	60	217200	65850	0	1	0	0	50	20	7467150	9.858296e-02	1
OR4S2	1295	1091	-20	327900	93300	0	3	0	0	50	19	8074200	9.867304e-02	1
SGCD	48800	1181	3	342150	96600	0	2	0	0	50	15	8565750	9.872507e-02	1
EIF4H	1022182	190	51	273300	74550	0	1	0	0	50	14	7404600	9.885118e-02	1
FHL2	198241	215	13	315300	71700	0	1	0	0	50	12	7749900	9.930798e-02	1
CD207	596622	629	24	357450	96600	0	4	0	0	50	7	7090200	9.932585e-02	1
PCYT2	3798594	211	19	451050	123150	0	2	0	0	50	10	7785450	9.943645e-02	1
CD52	1021101	217	22	68400	18000	0	1	0	0	50	10	7818000	9.966715e-02	1
SPRR2A	687290	704	30	79200	21150	0	1	0	0	50	10	9029100	9.991319e-02	1
CHML	NaN	NaN	NaN	698400	188550	0	5	1	0	50	41	16893150	9.993920e-02	1
RPS11	2126800	210	42	177000	46650	0	2	0	0	50	20	9011550	1.003217e-01	1
TTPAL	781823	276	46	361350	108900	0	1	0	0	50	13	9216750	1.003897e-01	1
YRDC	445096	375	33	287250	98850	0	1	0	0	50	16	8339250	1.005562e-01	1
ELF3	751933	168	31	409350	107250	0	2	0	0	50	18	8502450	1.007961e-01	1
KCNA4	30326	940	-38	686250	196650	0	6	1	0	50	27	8010450	1.008524e-01	1
TRA2A	432206	231	23	303150	91500	0	1	0	0	50	13	7691850	1.010206e-01	1
BIRC8	427680	921	-46	254100	66750	0	1	0	0	50	16	7301700	1.012326e-01	1
TFB2M	389456	409	4	431850	116700	0	2	0	0	50	21	8704350	1.013230e-01	1
GPR123	296872	499	-10	578100	188250	0	6	2	0	23	11	4381800	1.015316e-01	1
YBX2	1782958	316	21	378150	129900	0	1	0	0	50	7	7003050	1.016267e-01	1
THG1L	243382	987	31	330000	82650	0	1	0	0	50	12	7921200	1.017360e-01	1
TTC9	244305	523	41	233250	71400	0	3	0	0	50	17	8115000	1.017445e-01	1
SGCZ	3398	1175	-34	338850	96300	0	1	0	0	50	21	8302200	1.018710e-01	1
ACER1	943949	407	31	291300	76350	0	1	0	0	50	14	7619550	1.019451e-01	1
PROP1	961008	363	32	234300	75750	0	2	1	0	50	10	7901100	1.020562e-01	1
C15orf26	266324	650	22	331200	88200	0	1	1	0	50	12	7886100	1.021742e-01	1
MAPK13	855485	410	35	406800	108000	0	2	0	0	50	18	9454200	1.022511e-01	1
PGLS	961640	206	42	266250	91500	0	1	0	0	50	24	10142250	1.023533e-01	1
HABP4	354931	349	36	442650	128850	0	3	0	0	50	15	9013200	1.025147e-01	1
ZNF212	667346	385	37	524700	153000	0	2	0	0	50	19	10873950	1.026354e-01	1
MLLT11	1614665	165	40	98100	26550	0	1	0	0	50	19	8582850	1.028767e-01	1
ZNF763	719617	678	-1	439950	102750	0	3	0	0	50	25	9485250	1.029211e-01	1
RNF34	650760	244	38	409650	109650	0	1	0	0	50	23	10475700	1.030696e-01	1
MRVI1	755456	391	21	971850	283650	0	3	1	0	42	24	11850000	1.032253e-01	1
L1CAM	2328608	NaN	27	1369350	377550	0	4	0	0	22	11	5941950	1.032774e-01	1
FRZB	330424	450	6	349950	99150	0	1	0	0	50	10	7436550	1.035292e-01	1
DECR2	1549307	207	37	310950	98100	0	1	0	0	50	22	10936350	1.035641e-01	1
OR51A7	65798	1006	-15	326250	95400	0	3	0	0	50	24	8892450	1.035734e-01	1
ECT2	301474	239	11	981000	252900	0	5	0	0	50	9	8819250	1.036485e-01	1
ZNF385D	10169	1033	-21	420600	126600	0	5	1	0	50	20	9954750	1.039797e-01	1
COQ9	749108	159	39	347850	99000	0	1	0	0	50	11	7741650	1.040427e-01	1
LYZL4	342219	527	19	163200	42450	0	1	0	0	50	11	9387150	1.043225e-01	1
TRIB3	879317	185	41	361350	127800	0	1	0	0	50	13	8827350	1.043392e-01	1
THOC7	153669	826	-6	235800	53550	0	1	0	0	50	22	8148900	1.050019e-01	1
CCDC104	618209	382	27	390750	89400	0	3	0	0	50	23	8220450	1.050377e-01	1
MUSK	254657	422	9	949200	265800	0	6	0	0	50	19	9847050	1.052277e-01	1
ZMAT4	42867	678	-14	255150	66150	0	2	0	0	50	38	11553750	1.052364e-01	1
NKAPL	273319	502	35	430950	114000	0	3	1	0	50	17	7462050	1.052902e-01	1
MYOZ1	1051799	153	43	320850	93150	0	2	1	0	50	31	10323000	1.054161e-01	1
AQP7	982082	163	21	364500	112050	0	3	0	0	50	16	7496700	1.054614e-01	1
IDH2	851518	192	38	495450	135000	0	5	0	0	50	10	7718550	1.059699e-01	1
UQCRC2	646330	424	43	495750	140550	0	1	0	0	50	21	11754600	1.061166e-01	1
DEFB136	467502	451	22	85800	21750	0	1	0	0	50	26	9364500	1.062642e-01	1
ARRDC1	1197708	478	45	453900	145500	0	3	0	0	50	34	11799150	1.063711e-01	1
ZDHHC14	272499	402	35	522450	152100	0	1	0	0	50	7	7288950	1.064752e-01	1
HIST4H4	340728	578	-4	105150	37050	0	1	0	0	50	13	6633450	1.068300e-01	1
ASB1	246085	513	27	351300	110400	0	1	0	0	50	17	7360050	1.068663e-01	1
EIF5	941484	175	37	482400	117000	0	2	0	0	50	21	9913800	1.070601e-01	1
ACR	669934	295	41	440100	138600	0	3	0	0	50	15	8627250	1.072579e-01	1
CPNE4	238347	974	8	621000	158850	0	5	0	0	50	19	8936850	1.072981e-01	1
CYTH2	1418188	209	41	444450	116700	0	2	0	0	50	36	13725000	1.073278e-01	1
GUCY2C	339860	720	4	1192800	303900	0	4	0	0	50	8	7533750	1.073694e-01	1
SARS2	1794625	282	21	586950	177150	0	3	0	0	37	7	5964750	1.075573e-01	1
THRAP3	742773	170	31	1021350	287250	0	5	0	0	50	16	8189400	1.077844e-01	1
MRPS12	1794625	282	21	143100	48150	0	1	0	0	37	7	5964750	1.078637e-01	1
PPP1R3C	276001	206	16	343050	88050	0	2	0	0	50	17	7342650	1.079412e-01	1
WFDC1	585154	396	8	237450	71700	0	1	1	0	49	26	9046800	1.082199e-01	1
PRKAB1	782827	498	17	296400	80250	0	1	0	0	50	15	7596750	1.082471e-01	1
SRFBP1	70781	809	-4	473250	120750	0	2	0	0	50	15	7880400	1.082627e-01	1
S100A3	1454773	186	26	113100	28200	0	1	0	0	50	16	8164350	1.087665e-01	1
FAM8A1	470794	339	13	426600	139500	0	1	0	0	50	22	9971850	1.088364e-01	1
LAPTM4B	609859	175	39	336300	103800	0	2	0	0	50	30	8817150	1.090276e-01	1
FAT2	731456	563	27	4543800	1369200	0	17	5	0	50	17	10227000	1.090781e-01	1
RAB40B	855855	243	21	295050	90600	0	2	0	0	50	18	7528200	1.092751e-01	1
PARVB	158082	393	34	479400	134400	0	2	0	0	50	14	8018250	1.093619e-01	1
GIF	366560	494	8	453300	126300	0	2	0	0	50	13	8239350	1.095086e-01	1
LRRC2	283343	528	42	414900	101700	0	2	0	0	50	18	7950150	1.096433e-01	1
RPH3A	651570	527	28	770700	203550	0	2	1	0	50	29	10501200	1.098793e-01	1
KDM6A	59340	NaN	36	1531050	412050	0	4	0	0	9	5	2391450	1.099201e-01	1
BRD2	1276842	431	40	854850	247650	0	2	1	0	50	20	8940300	1.099742e-01	1
RHCE	667862	185	32	459900	121500	0	2	0	0	50	15	8111250	1.100247e-01	1
PCGF5	190999	410	3	293250	68100	0	1	1	0	37	12	6424350	1.102145e-01	1
RAG1	97499	412	-17	1107000	304200	0	4	0	0	15	7	3103050	1.102464e-01	1
TMPRSS12	594068	250	43	372600	106650	0	1	0	0	50	14	8979900	1.103718e-01	1
OR1C1	164924	995	-27	324900	99450	0	3	0	0	50	40	12258150	1.104610e-01	1
TRIM37	678139	530	13	1073400	273450	0	6	0	0	50	16	8487450	1.106087e-01	1
RNF38	564580	248	40	554100	162300	0	3	0	0	50	19	9394050	1.111098e-01	1
MC3R	254407	729	-58	337800	99600	0	4	1	0	12	8	2776350	1.112875e-01	1
RAB7A	1090310	277	54	230550	59250	0	1	0	0	50	28	9043050	1.113236e-01	1
CSNK1A1L	156140	631	31	361650	94650	0	4	0	0	50	17	9372300	1.114684e-01	1
IL33	355118	432	5	306300	71250	0	1	1	0	50	13	6977550	1.115596e-01	1
OR11L1	87551	993	-35	332400	103650	0	4	1	0	31	23	6874500	1.115983e-01	1
PRDM11	145644	592	14	552900	150900	0	3	1	0	50	16	8412900	1.116267e-01	1
ADRA1A	259233	692	3	583500	177000	0	3	0	0	50	14	8574450	1.117656e-01	1
GSTA4	477320	400	17	248550	63300	0	1	0	0	50	23	8341200	1.118719e-01	1
SPOPL	85990	638	15	440700	107850	0	2	0	0	50	17	8227050	1.119003e-01	1
C17orf97	248876	591	1	102150	36450	0	2	0	0	50	16	7633350	1.121686e-01	1
ZNF404	464802	286	11	605100	139200	0	1	0	0	50	11	9675900	1.122863e-01	1
SULT4A1	157623	473	13	315600	79950	0	1	1	0	39	12	6783150	1.123328e-01	1
UBASH3B	660955	261	6	707550	193350	0	5	1	0	50	34	12217650	1.124335e-01	1
P4HA1	539936	354	44	621900	159300	0	4	0	0	50	19	8309550	1.124760e-01	1
PEX12	756039	227	14	376200	113400	0	2	0	0	50	28	9481200	1.125046e-01	1
SETD1A	1508459	247	46	1771650	566550	0	3	0	0	40	5	6991350	1.126468e-01	1
RPL22L1	211469	610	16	139800	32550	0	1	0	0	14	3	1743450	1.127000e-01	1
AMFR	498079	442	-9	693750	199050	0	3	0	0	45	27	8691900	1.127126e-01	1
MRPS33	354283	679	10	117600	30450	0	1	0	0	50	20	9722100	1.127789e-01	1
CCNO	217401	417	22	356400	121050	0	3	0	0	50	11	8503950	1.128889e-01	1
AMD1	321448	282	31	375300	91350	0	1	0	0	50	13	8429100	1.130524e-01	1
C2orf44	243145	226	33	757950	222150	0	3	0	0	50	20	7617450	1.130838e-01	1
HRASLS	141065	851	-4	182700	49950	0	2	0	0	50	20	7997100	1.132208e-01	1
KLK13	490795	632	22	292200	91200	0	2	0	0	41	6	6384750	1.132745e-01	1
SH3GL1	2100413	216	32	404550	109800	0	1	1	0	50	16	7737150	1.134799e-01	1
ASS1	502828	260	35	462900	119850	0	1	0	0	50	18	9546150	1.135493e-01	1
CDK7	423022	261	47	387150	101100	0	1	0	0	50	12	8234400	1.137127e-01	1
ARHGAP36	65931	NaN	13	583650	174150	0	3	1	0	50	19	9633750	1.138690e-01	1
GNAT1	846254	199	44	388650	99150	0	2	0	0	50	27	8689350	1.139431e-01	1
DUOXA2	667418	544	27	411000	122250	0	3	0	0	50	28	11623050	1.139791e-01	1
CLEC1B	305376	565	19	259200	61200	0	1	0	0	50	8	11023650	1.141011e-01	1
KCTD19	1201743	142	56	998250	282900	0	3	1	0	50	21	10546950	1.141106e-01	1
GPRC5A	719556	169	17	374700	114000	0	1	0	0	50	23	8718900	1.143394e-01	1
NUTF2	959655	143	49	147750	32250	0	1	0	0	50	16	10110750	1.143932e-01	1
B3GALT2	NaN	NaN	NaN	449100	121950	0	2	0	0	50	40	16826550	1.148898e-01	1
ANGPTL7	NaN	NaN	NaN	379200	96450	0	2	0	0	50	40	16801050	1.149426e-01	1
MRPS30	87489	1075	-7	466050	136050	0	2	1	0	50	15	7724400	1.149895e-01	1
MUC4	920866	365	49	1273650	356700	0	7	1	0	50	17	10294050	1.149924e-01	1
NRN1	49114	693	17	153750	42900	0	2	0	0	50	23	8244000	1.152877e-01	1
KLF5	274388	328	28	480600	143100	0	2	0	0	50	18	8712600	1.157129e-01	1
SAMSN1	157937	898	56	417000	101400	0	1	1	0	50	13	7007850	1.163473e-01	1
TAS2R4	200522	844	14	309900	95100	0	2	0	0	50	17	7452600	1.163561e-01	1
GNA15	908206	241	21	406200	110850	0	4	0	0	50	17	7816800	1.163797e-01	1
TMPRSS11F	211571	812	-6	482850	126900	0	1	0	0	50	16	9003300	1.166019e-01	1
RBMS2	2807863	166	57	450900	123300	0	1	0	0	50	25	11007600	1.168014e-01	1
STARD3NL	161770	578	11	263100	68550	0	3	0	0	50	27	8343600	1.169490e-01	1
RBM17	576205	399	45	443400	119100	0	1	0	0	50	21	9629100	1.173192e-01	1
DGCR2	474521	277	16	592350	167700	0	3	1	0	50	9	8427000	1.174008e-01	1
PRR11	834161	507	4	390900	112650	0	5	1	0	50	15	7126800	1.174492e-01	1
IL1B	578617	298	38	301950	73350	0	1	0	0	50	17	7783350	1.175638e-01	1
PITX3	1020192	169	44	309450	105000	0	1	0	0	50	26	10921650	1.176262e-01	1
MBIP	81955	627	-10	384150	96900	0	1	0	0	50	27	9796350	1.176500e-01	1
OR5H14	200002	811	-15	326700	93150	0	1	1	0	50	30	8885550	1.177212e-01	1
DYSF	324429	533	10	2370900	651300	0	8	1	0	34	12	6271050	1.177421e-01	1
