gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
RRAS2	428878	363	-3	229800	58200	0	0	0	0	50	20	7730100	1	1
RRM2	805187	220	47	492900	131700	0	0	0	0	50	20	9757950	1	1
RRN3	564013	463	22	725100	186600	0	0	0	0	50	13	7738050	1	1
RRP1	835438	194	66	507450	138750	0	0	0	0	50	11	7012950	1	1
RRP15	75487	488	-20	315150	75000	0	0	0	0	50	27	8399550	1	1
RRP1B	892193	157	72	826650	225000	0	0	0	0	6	0	1007550	1	1
RRP7A	969686	196	65	304350	86700	0	0	0	0	50	15	7559550	1	1
RRP9	1013177	370	39	520500	149100	0	0	0	0	50	27	8326800	1	1
RRS1	259302	268	12	376200	117900	0	0	1	0	50	14	8613450	1	1
RSAD1	1332860	200	23	461100	152250	0	0	0	0	50	22	10187550	1	1
RSAD2	40919	1132	10	395250	102450	0	0	1	0	41	23	8243700	1	1
RSBN1L	262077	795	25	907650	249300	0	0	0	0	50	13	9340500	1	1
RSF1	577731	354	33	1576500	397200	0	0	0	0	50	18	10728750	1	1
RSPH1	411865	374	67	347550	85350	0	0	0	0	50	17	7949100	1	1
RSPH10B	NaN	NaN	NaN	1951650	468450	0	0	0	0	23	9	4827750	1	1
RSPH10B2	974099	506	41	1951650	468450	0	0	0	0	18	12	4969200	1	1
RSPH3	514213	348	42	596100	173850	0	0	0	0	50	15	7936950	1	1
RSPH6A	906385	203	41	763500	214800	0	0	2	0	50	17	9410250	1	1
RSPH9	1626879	278	43	297900	85050	0	0	1	0	4	4	763950	1	1
RSPO2	187803	942	-9	274050	62550	0	0	0	0	50	20	8687700	1	1
RTBDN	1937827	226	32	276750	87750	0	0	0	0	50	20	8887050	1	1
RTCD1	333324	526	7	415950	116850	0	0	0	0	50	13	8338800	1	1
RTF1	820644	237	37	791250	200100	0	0	3	0	28	11	4182600	1	1
RTKN	1069803	343	45	624300	190200	0	0	0	0	10	3	1855950	1	1
RTL1	356726	585	-24	1412550	423900	0	0	0	0	7	1	1233450	1	1
RTN4IP1	223177	271	40	429600	120750	0	0	2	0	0	2	120750	1	1
RTN4RL2	923775	197	9	420450	151050	0	0	0	0	50	24	7779000	1	1
RTP2	88374	374	24	241950	64950	0	0	0	0	50	20	8649900	1	1
RTP3	289420	565	32	253200	64950	0	0	0	0	50	16	10221900	1	1
RUFY2	740263	294	23	766350	183600	0	0	0	0	50	15	10169250	1	1
RUFY4	671005	344	28	616800	173400	0	0	0	0	30	17	4766100	1	1
RUNDC2A	570118	441	51	413400	107700	0	0	0	0	50	24	10698600	1	1
RUNDC3A	1009890	175	40	492900	138450	0	0	0	0	50	27	12100500	1	1
RUNDC3B	287293	839	-3	522300	137400	0	0	0	0	50	20	8298300	1	1
RUNX1	164915	429	45	521850	162150	0	0	0	0	50	18	9292050	1	1
RUVBL1	834133	419	46	498000	136950	0	0	0	0	50	15	10390650	1	1
RWDD1	254581	479	14	278850	61350	0	0	0	0	50	20	7635300	1	1
RWDD2A	153997	734	6	315750	81600	0	0	0	0	50	29	10347750	1	1
RWDD2B	316591	303	34	350400	89700	0	0	0	0	50	15	7667850	1	1
RWDD3	172385	582	-13	298200	77550	0	0	0	0	50	14	9695850	1	1
RWDD4A	150717	254	-3	215550	50400	0	0	0	0	50	18	9119700	1	1
RXFP2	223402	693	5	839100	211650	0	0	0	0	50	15	9500250	1	1
RXFP4	1880483	213	32	372150	134550	0	0	0	0	50	18	10029600	1	1
RYK	538368	306	16	667350	182700	0	0	0	0	50	16	8727450	1	1
S100A1	NaN	NaN	NaN	105150	26700	0	0	0	0	50	40	16731300	1	1
S100A12	1140044	401	32	102750	26400	0	0	0	0	50	24	7191000	1	1
S100A13	1555611	183	33	110550	27600	0	0	1	0	2	1	176550	1	1
S100A14	1454773	186	26	116100	31050	0	0	0	0	50	16	8164350	1	1
S100A16	1454773	186	26	116550	27450	0	0	0	0	50	16	8164350	1	1
S100A2	1454773	186	26	109050	26850	0	0	0	0	50	16	8164350	1	1
S100A5	1454773	186	26	126300	28950	0	0	0	0	50	16	8164350	1	1
S100A6	1454773	186	26	101100	26250	0	0	0	0	50	16	8164350	1	1
S100A7	1140114	279	38	116250	25950	0	0	0	0	50	22	7520550	1	1
S100A7A	1140044	401	32	114750	26550	0	0	1	0	4	2	225450	1	1
S100A7L2	1140114	279	38	129900	28050	0	0	0	0	50	22	7520550	1	1
S100A8	1140044	401	32	106800	24600	0	0	1	0	4	2	225450	1	1
S100A9	1140044	401	32	127800	31050	0	0	0	0	50	24	7191000	1	1
S100B	530282	377	28	105300	23400	0	0	0	0	50	22	8911500	1	1
S100G	294904	NaN	28	90150	21450	0	0	0	0	9	4	2037150	1	1
S100P	501655	278	47	104250	28050	0	0	0	0	50	15	8296350	1	1
S100PBP	1179496	180	20	445650	120450	0	0	0	0	50	19	7976850	1	1
S100Z	246938	418	21	113550	26850	0	0	0	0	50	14	8599800	1	1
S1PR3	248480	646	4	391500	120150	0	0	0	0	50	20	8703000	1	1
SAA2	601955	371	17	143400	38850	0	0	0	0	50	23	8994000	1	1
SAA4	601955	371	17	145650	36600	0	0	0	0	50	23	8994000	1	1
SAC3D1	3267059	207	46	357150	130650	0	0	0	0	50	14	8630400	1	1
SACM1L	319452	385	45	666150	161850	0	0	1	0	50	16	8783550	1	1
SALL1	332955	935	-42	1380300	412950	0	0	1	0	50	19	6578700	1	1
SAMD1	1023789	215	34	441600	149700	0	0	0	0	50	14	6921750	1	1
SAMD10	1152034	208	48	215100	66150	0	0	0	0	50	18	10132200	1	1
SAMD12	190644	575	17	227850	61500	0	0	1	0	30	7	3295500	1	1
SAMD13	226331	769	-12	130350	33000	0	0	0	0	50	14	6820050	1	1
SAMD4A	653012	376	38	807750	232200	0	0	1	0	50	23	10636200	1	1
SAMD5	97528	850	-17	178800	57900	0	0	0	0	50	27	10060350	1	1
SAP25	NaN	NaN	NaN	208200	69900	0	0	0	0	50	40	16774500	1	1
SAP30	249666	413	23	234600	69150	0	0	0	0	50	8	7773750	1	1
SAP30BP	1898715	198	32	348150	87900	0	0	0	0	50	19	9268050	1	1
SAP30L	581156	416	29	202350	51450	0	0	0	0	50	32	8508000	1	1
SAPS1	1035412	209	5	956400	275700	0	0	0	0	50	16	7247100	1	1
SAPS2	960335	257	60	1009200	288150	0	0	0	0	33	11	5185800	1	1
SAPS3	832270	272	48	1001250	249750	0	0	0	0	50	20	10972650	1	1
SAR1A	458949	217	39	222300	57150	0	0	0	0	50	15	7021950	1	1
SARM1	1407654	189	19	748950	244200	0	0	0	0	18	7	3310200	1	1
SARNP	1861663	256	32	243300	60450	0	0	0	0	50	16	8856000	1	1
SARS	1000045	287	32	564450	149700	0	0	0	0	50	21	8908500	1	1
SART1	3854361	208	57	866850	249600	0	0	0	0	50	18	9110100	1	1
SART3	437636	399	40	1059300	274500	0	0	0	0	17	8	3434700	1	1
SASH3	370406	NaN	69	408450	118500	0	0	1	0	50	21	9373800	1	1
SAT1	491139	NaN	46	196350	44850	0	0	0	0	50	18	9525600	1	1
SAV1	458995	259	31	412950	112650	0	0	0	0	50	14	8358750	1	1
SBDS	485411	355	34	276000	70050	0	0	0	0	50	18	7182900	1	1
SBK2	1094560	399	4	352200	122100	0	0	2	0	28	6	3286800	1	1
SC4MOL	171541	540	6	329250	76650	0	0	0	0	50	26	9257550	1	1
SC5DL	173979	744	28	329400	82800	0	0	0	0	50	21	9069450	1	1
SC65	1760409	175	35	471150	132750	0	0	0	0	50	20	8833350	1	1
SCAMP1	222123	434	39	373800	97800	0	0	0	0	50	10	9201000	1	1
SCAMP2	764533	195	46	356850	103950	0	0	0	0	50	17	9070800	1	1
SCAMP3	1574928	194	45	373800	110400	0	0	0	0	50	16	8762250	1	1
SCAMP4	1944774	239	36	252750	68550	0	0	0	0	50	19	9404550	1	1
SCAND1	1257811	144	50	176850	67950	0	0	0	0	50	19	9378600	1	1
SCARF2	606391	351	4	902700	291150	0	0	0	0	6	0	1752150	1	1
SCEL	193860	752	51	804300	183450	0	0	0	0	50	16	7762500	1	1
SCG5	244857	383	1	233850	62700	0	0	0	0	50	25	11115150	1	1
SCGB1A1	3053973	413	49	101850	26850	0	0	0	0	50	26	8415150	1	1
SCGB1C1	1003496	437	11	105750	29250	0	0	0	0	50	16	6325350	1	1
SCGB1D1	2778889	450	53	99150	28200	0	0	0	0	50	24	8632200	1	1
SCGB1D2	3058870	450	42	100050	27300	0	0	0	0	50	15	6870150	1	1
SCGB1D4	3058870	450	42	92250	25650	0	0	1	0	10	2	704400	1	1
SCGB2A2	3058870	450	42	106650	24750	0	0	0	0	50	15	6870150	1	1
SCGB3A1	855370	515	13	107100	39150	0	0	0	0	50	19	8054850	1	1
SCGB3A2	137041	470	2	100500	30900	0	0	0	0	50	19	7612950	1	1
SCGBL	790899	512	-33	105900	29550	0	0	0	0	50	24	7679100	1	1
SCHIP1	94850	870	-8	531600	140700	0	0	0	0	50	37	12396300	1	1
SCLT1	98655	645	8	782550	183600	0	0	0	0	33	17	7773900	1	1
SCMH1	287585	346	25	761400	210150	0	0	0	0	50	8	9230100	1	1
SCML2	82842	NaN	17	765300	206250	0	0	0	0	15	5	2587800	1	1
SCML4	294918	581	36	440400	132450	0	0	0	0	50	13	8150700	1	1
SCN1B	738570	419	-34	364050	103050	0	0	1	0	50	29	8173950	1	1
SCN3B	681725	451	6	238650	63750	0	0	1	0	26	11	3767700	1	1
SCNM1	1562281	184	33	252450	71100	0	0	0	0	50	17	8833200	1	1
SCO2	1075525	207	42	272250	90900	0	0	0	0	50	24	9024450	1	1
SCOC	186461	708	3	204300	52200	0	0	0	0	50	16	8238000	1	1
SCPEP1	333715	254	-10	500850	133200	0	0	0	0	50	22	8553750	1	1
SCRG1	249791	553	8	109650	27600	0	0	0	0	50	28	9693150	1	1
SCRN2	1071489	214	29	454800	139200	0	0	1	0	12	5	1692600	1	1
SCRN3	385177	419	24	468300	118050	0	0	0	0	50	15	10876950	1	1
SCRT1	2525749	200	28	352350	120600	0	0	0	0	50	28	11031450	1	1
SCRT2	622277	480	42	315600	102000	0	0	1	0	12	9	4460400	1	1
SCT	NaN	NaN	NaN	125850	45150	0	0	0	0	50	40	16749750	1	1
SCTR	211577	497	30	482550	134400	0	0	0	0	50	9	9129600	1	1
SCUBE2	623689	357	31	1132050	297600	0	0	0	0	1	0	634050	1	1
SCUBE3	654416	207	36	1093650	286950	0	0	1	0	28	8	5327250	1	1
SCXA	NaN	NaN	NaN	406800	142200	0	0	0	0	50	40	16846800	1	1
SCXB	NaN	NaN	NaN	406800	142200	0	0	0	0	50	40	16846800	1	1
SDC1	532338	320	37	322500	104550	0	0	1	0	50	31	8709450	1	1
SDC2	230943	740	-2	218400	61500	0	0	0	0	50	23	8882100	1	1
SDCBP2	417756	427	36	315450	94500	0	0	0	0	50	19	8983950	1	1
SDCCAG1	661668	174	27	1223850	288600	0	0	0	0	50	10	6842850	1	1
SDCCAG3	1303729	233	36	468900	135900	0	0	0	0	50	17	9096150	1	1
SDF2	1651143	225	31	224550	66150	0	0	0	0	50	23	9105150	1	1
SDF2L1	521773	194	37	231150	73050	0	0	1	0	34	16	5374800	1	1
SDHAF1	NaN	NaN	NaN	114450	43050	0	0	0	0	50	40	16747650	1	1
SDHAF2	1404745	245	58	184650	47100	0	0	0	0	50	17	6724050	1	1
SDHB	678965	221	52	311100	80850	0	0	0	0	50	17	8831250	1	1
SDHC	743182	293	35	235050	52500	0	0	0	0	50	25	11577900	1	1
SDHD	389805	179	31	169800	52500	0	0	0	0	50	12	9513300	1	1
SDR39U1	898202	411	17	305400	101400	0	0	0	0	50	18	7483950	1	1
SDS	444479	276	36	349350	107400	0	0	1	0	50	13	8509650	1	1
SEBOX	1405196	214	10	337050	92700	0	0	0	0	50	24	9480300	1	1
SEC11A	341258	214	52	198150	53850	0	0	1	0	12	3	1792050	1	1
SEC11C	280782	512	53	213600	56850	0	0	0	0	50	9	7107000	1	1
SEC14L1	777991	192	20	788400	213300	0	0	0	0	50	21	9462450	1	1
SEC14L2	676863	214	52	482250	126150	0	0	1	0	50	19	9189750	1	1
SEC22B	738180	388	24	236700	62100	0	0	0	0	50	27	12349500	1	1
SEC23B	414545	392	23	838050	232950	0	0	0	0	50	16	9231000	1	1
SEC62	398638	553	20	449250	104250	0	0	0	0	50	11	10565550	1	1
SEC63	290010	481	37	859050	204300	0	0	1	0	50	19	7806450	1	1
SECTM1	2856070	193	24	262350	81000	0	0	1	0	27	15	4336050	1	1
SEH1L	436900	355	69	464400	126450	0	0	0	0	50	19	8355150	1	1
SELENBP1	1322568	174	42	514050	145200	0	0	0	0	50	20	9849300	1	1
SELK	128709	552	39	108000	27450	0	0	0	0	50	10	7189050	1	1
SELM	731144	218	40	155100	50100	0	0	0	0	50	19	10585350	1	1
SELPLG	448698	280	40	403650	144000	0	0	0	0	50	22	8049750	1	1
SELS	372683	406	2	209400	58800	0	0	0	0	50	21	8682150	1	1
SELT	370681	397	34	217650	56850	0	0	0	0	50	19	8364300	1	1
SELV	1148741	322	25	346050	132300	0	0	0	0	50	16	7998300	1	1
SEMA3B	843769	206	51	793950	248700	0	0	0	0	50	12	8626200	1	1
SEMA4B	876945	154	52	884100	270600	0	0	1	0	50	16	10036050	1	1
SEMA4D	163051	596	34	1124100	319950	0	0	1	0	50	19	7910100	1	1
SEMA4F	964055	364	41	803100	261150	0	0	0	0	50	29	9263250	1	1
SEMA6B	2111443	278	43	914400	313650	0	0	2	0	50	24	9048600	1	1
SEMG1	842540	324	25	501900	127650	0	0	0	0	50	15	9612150	1	1
SENP1	457498	255	30	718500	181500	0	0	0	0	50	15	7697850	1	1
SENP5	766452	258	33	829200	207600	0	0	2	0	1	2	240150	1	1
SEPHS1	246468	433	33	426300	118650	0	0	0	0	50	19	10010850	1	1
SEPN1	746382	372	24	633900	186450	0	0	0	0	50	28	12179700	1	1
SEPSECS	338354	506	32	546900	148800	0	0	1	0	50	21	8489550	1	1
SEPT11	402678	462	39	481500	115200	0	0	0	0	50	23	8812200	1	1
SEPT12	706891	195	33	391500	109350	0	0	0	0	50	15	8212050	1	1
SEPT14	841217	627	-10	486750	114000	0	0	1	0	50	36	10838550	1	1
SEPT3	1335011	323	67	416400	104250	0	0	0	0	50	16	6741300	1	1
SEPT6	656561	NaN	61	489600	123750	0	0	0	0	50	14	8251650	1	1
SEPW1	812020	262	36	101700	26100	0	0	0	0	50	17	9786150	1	1
SEPX1	1766472	214	39	130800	32550	0	0	0	0	50	22	10176450	1	1
SERBP1	454341	466	-6	442050	122700	0	0	0	0	50	24	8665950	1	1
SERF1A	NaN	NaN	NaN	302400	72000	0	0	0	0	50	40	16776600	1	1
SERF1B	NaN	NaN	NaN	302400	72000	0	0	0	0	50	40	16776600	1	1
SERF2	784327	286	37	71100	14400	0	0	0	0	24	8	3580800	1	1
SERGEF	645462	595	17	499800	139650	0	0	0	0	50	20	8037300	1	1
SERHL2	969686	196	65	354750	91200	0	0	1	0	48	15	6977250	1	1
SERINC2	748895	262	28	490500	141300	0	0	2	0	6	5	1258200	1	1
SERINC4	784327	286	37	303000	84450	0	0	0	0	50	21	10054350	1	1
SERINC5	362413	673	36	523050	138450	0	0	0	0	50	22	9791250	1	1
SERP1	503198	347	15	76650	17400	0	0	0	0	6	2	867150	1	1
SERP2	190099	161	43	75000	17700	0	0	0	0	50	11	7451100	1	1
SERPINA11	278548	858	13	445050	133200	0	0	0	0	50	19	7005750	1	1
SERPINA4	316239	858	10	454500	130500	0	0	0	0	50	23	7783050	1	1
SERPINB1	469210	229	37	414750	109050	0	0	0	0	50	15	8048400	1	1
SERPINB11	174293	370	-5	430350	112800	0	0	0	0	50	16	9384000	1	1
SERPINB3	174293	370	-5	432600	107850	0	0	0	0	50	16	9384000	1	1
SERPINB6	446135	201	44	414000	105750	0	0	0	0	50	18	7714950	1	1
SERPINB8	114875	671	26	418200	103800	0	0	1	0	50	21	8283150	1	1
SERPIND1	435437	288	41	537600	144600	0	0	2	0	0	2	144600	1	1
SERPINE3	202753	434	28	455850	129600	0	0	0	0	50	14	9558300	1	1
SERPINF1	1447501	189	32	445950	132300	0	0	0	0	50	22	9092550	1	1
SERPINH1	546732	227	41	441000	131850	0	0	0	0	50	17	7838250	1	1
SERPINI1	145987	567	-12	457200	112050	0	0	1	0	4	4	735150	1	1
SERTAD4	178673	440	-8	383250	104100	0	0	3	0	2	6	436800	1	1
SETD1B	NaN	NaN	NaN	1989600	637500	0	0	0	0	7	4	2191500	1	1
SETD3	340080	429	-11	667200	177450	0	0	0	0	35	15	6520200	1	1
SETD7	400132	191	15	402150	105900	0	0	0	0	50	20	8522700	1	1
SETDB2	413604	343	39	797700	197700	0	0	0	0	50	15	8884350	1	1
SF3A1	696089	214	57	861600	238200	0	0	2	0	40	12	7518600	1	1
SF3A3	445132	232	42	572250	134250	0	0	0	0	50	19	7552500	1	1
SF3B4	798975	560	17	440550	143100	0	0	0	0	50	18	9651450	1	1
SF4	930697	232	10	710100	186300	0	0	0	0	50	28	9025800	1	1
SFN	1022828	188	30	261900	75150	0	0	0	0	50	24	8020050	1	1
SFPQ	822666	380	36	747750	225150	0	0	0	0	35	11	5407650	1	1
SFRP2	142627	793	-3	317400	85800	0	0	2	0	7	6	1397250	1	1
SFRP5	555867	209	33	334650	98250	0	0	0	0	50	25	9484350	1	1
SFRS1	854628	182	27	279600	85350	0	0	0	0	50	9	7691100	1	1
SFRS11	296676	445	-11	523800	152550	0	0	0	0	50	19	8322450	1	1
SFRS12	388631	437	33	681000	182550	0	0	0	0	50	15	8384250	1	1
SFRS12IP1	81822	632	-1	183000	34800	0	0	0	0	50	26	9026250	1	1
SFRS13A	NaN	NaN	NaN	310650	82650	0	0	0	0	50	40	16787250	1	1
SFRS13B	376032	446	27	280500	80400	0	0	0	0	50	16	10311600	1	1
SFRS14	1327004	215	24	1150500	328650	0	0	0	0	50	19	9339150	1	1
SFRS15	291511	621	26	1221600	362400	0	0	0	0	50	25	10895850	1	1
SFRS16	1135715	208	25	735900	211350	0	0	0	0	50	12	8102550	1	1
SFRS17A	NaN	NaN	NaN	733650	213150	0	0	0	0	50	40	16917750	1	1
SFRS18	259457	638	13	889800	216300	0	0	0	0	50	25	13080900	1	1
SFRS2	827288	206	22	221400	80100	0	0	0	0	50	9	6117000	1	1
SFRS2B	273779	513	16	277200	103500	0	0	0	0	50	21	9522150	1	1
SFRS2IP	817865	602	11	1584600	417000	0	0	0	0	18	8	3898650	1	1
SFRS3	889664	178	40	178650	53100	0	0	0	0	50	9	8850000	1	1
SFRS4	494473	235	21	531000	146250	0	0	0	0	50	10	7242450	1	1
SFRS5	610490	333	47	297000	84150	0	0	0	0	50	14	8428500	1	1
SFRS6	316530	559	-45	364500	110250	0	0	0	0	50	32	8325750	1	1
SFRS7	850854	184	26	255000	80250	0	0	0	0	50	11	7773450	1	1
SFRS8	364490	367	7	1022550	293250	0	0	0	0	16	2	3059550	1	1
SFRS9	1563159	216	45	236850	68250	0	0	0	0	50	17	9365250	1	1
SFT2D1	199596	556	18	181650	47850	0	0	0	0	50	15	7059900	1	1
SFT2D3	NaN	NaN	NaN	203400	88200	0	0	0	0	50	40	16792800	1	1
SFTA2	2223866	223	25	85200	25950	0	0	0	0	50	22	9762000	1	1
SFTA3	58829	624	-18	103800	29850	0	0	0	0	50	25	8207100	1	1
SFTPA1	478276	NaN	11	285750	81000	0	0	1	0	1	1	160200	1	1
SFTPA2	478276	NaN	11	264150	79200	0	0	0	0	50	15	10404300	1	1
SFTPB	1158965	170	43	428100	123600	0	0	1	0	7	1	647100	1	1
SFTPC	587455	196	50	212700	65400	0	0	0	0	50	20	8463750	1	1
SFXN2	878626	180	27	359400	96450	0	0	0	0	50	12	8568600	1	1
SFXN5	453374	421	27	372300	111450	0	0	1	0	41	21	8032200	1	1
SGEF	94659	975	-13	860250	245850	0	0	0	0	12	5	3197100	1	1
SGK196	304258	559	12	372600	104850	0	0	0	0	50	19	8939850	1	1
SGK2	345777	303	4	466050	131550	0	0	1	0	18	8	4167450	1	1
SGK269	311464	502	30	1840050	523800	0	0	0	0	42	12	7036200	1	1
SGK494	1651143	225	31	449100	126450	0	0	0	0	50	23	9105150	1	1
SGMS2	144491	683	6	394050	107250	0	0	0	0	50	23	11245350	1	1
SGOL1	100093	761	9	626700	154500	0	0	0	0	50	34	12048450	1	1
SGPL1	424452	579	30	626400	166950	0	0	1	0	26	7	3916050	1	1
SGPP2	283423	596	13	414900	131850	0	0	0	0	50	22	7415250	1	1
SGTA	1354357	291	25	352950	90750	0	0	1	0	50	19	9066450	1	1
SGTB	414857	242	34	347550	82200	0	0	0	0	50	11	8469150	1	1
SH2B2	574073	361	45	607650	200550	0	0	0	0	50	18	8823300	1	1
SH2B3	466447	479	47	593250	196950	0	0	0	0	50	25	9946500	1	1
SH2D1A	216982	NaN	-14	140850	38700	0	0	0	0	50	16	6974400	1	1
SH2D1B	363646	391	1	147750	37200	0	0	0	0	50	15	8254050	1	1
SH2D6	1067736	180	39	183900	60900	0	0	0	0	50	26	9961500	1	1
SH2D7	434458	271	63	476700	142500	0	0	0	0	22	6	3580950	1	1
SH3BGR	294735	503	5	267450	68250	0	0	0	0	50	13	9207750	1	1
SH3BGRL	137219	NaN	-22	128100	32550	0	0	0	0	50	30	9507150	1	1
SH3BGRL2	205695	824	2	121800	29400	0	0	0	0	50	25	9255300	1	1
SH3BP2	643291	228	43	685050	210000	0	0	0	0	50	9	9255450	1	1
SH3BP5	516326	303	32	496650	135150	0	0	0	0	50	20	8285550	1	1
SH3BP5L	411701	567	-4	411900	129000	0	0	1	0	50	16	7393500	1	1
SH3D20	748554	327	12	261300	96900	0	0	0	0	50	26	9988350	1	1
SH3GL2	28189	392	-31	392550	98400	0	0	0	0	50	22	8744700	1	1
SH3GLB2	1517799	203	29	428550	124050	0	0	0	0	50	15	8038800	1	1
SH3KBP1	340334	NaN	58	753450	206400	0	0	0	0	45	13	6784950	1	1
SH3RF2	396248	406	-7	759900	240000	0	0	1	0	50	26	8702400	1	1
SH3YL1	304765	624	-18	375750	104850	0	0	0	0	50	12	7475100	1	1
SHANK3	669934	295	41	1788750	610650	0	0	1	0	50	15	8627250	1	1
SHARPIN	2720766	211	27	403050	136950	0	0	0	0	50	28	11109150	1	1
SHBG	2069567	213	34	426000	132450	0	0	0	0	50	16	7773750	1	1
SHC3	207531	633	8	634950	188100	0	0	0	0	50	23	9344700	1	1
SHCBP1	422519	419	-38	742350	188700	0	0	1	0	50	32	8283000	1	1
SHE	1711793	337	45	523350	156150	0	0	0	0	50	16	8721000	1	1
SHF	667418	544	27	452550	132450	0	0	0	0	50	28	11623050	1	1
SHFM1	170353	1045	10	83700	15750	0	0	1	0	0	1	15750	1	1
SHH	213448	634	23	469500	160050	0	0	1	0	50	13	8394000	1	1
SHISA2	96652	584	12	306300	96000	0	0	0	0	50	25	9872850	1	1
SHISA4	736064	208	24	210600	63900	0	0	0	0	50	18	10843800	1	1
SHISA5	1480689	223	45	255300	79050	0	0	0	0	50	15	9525450	1	1
SHISA6	NaN	NaN	NaN	574350	179850	0	0	0	0	50	40	16884450	1	1
SHISA7	NaN	NaN	NaN	533250	199800	0	0	0	0	50	40	16904400	1	1
SHISA9	NaN	NaN	NaN	485700	142500	0	0	0	0	50	40	16847100	1	1
SHKBP1	820124	226	40	753450	233850	0	0	1	0	5	1	1060050	1	1
SHOX	NaN	NaN	NaN	329850	94050	0	0	0	0	50	40	16798650	1	1
SHOX2	162819	946	-8	372450	117150	0	0	1	0	50	24	8828550	1	1
SIAE	172228	604	18	566550	157050	0	0	1	0	50	14	5880600	1	1
SIAH1	170149	392	3	330000	95700	0	0	0	0	50	20	9233550	1	1
SIGLEC11	1679101	205	45	736050	226500	0	0	0	0	50	24	8757900	1	1
SIGLEC12	360870	583	-4	651450	199500	0	0	1	0	50	15	6822450	1	1
SIGLEC15	384767	380	42	339900	113250	0	0	0	0	50	12	9118350	1	1
SIGLEC9	355132	632	1	484200	153900	0	0	1	0	50	30	9397650	1	1
SIGMAR1	731413	298	51	234900	73800	0	0	1	0	50	21	6851700	1	1
SIKE1	600310	596	-5	235950	58350	0	0	0	0	50	17	8823300	1	1
SILV	2080397	229	31	692400	220200	0	0	0	0	50	20	8550000	1	1
SIM2	451019	447	47	750300	231150	0	0	0	0	50	28	11255550	1	1
SIN3B	854784	305	35	1255350	349800	0	0	2	0	50	25	9691350	1	1
SIP1	314287	166	3	315150	81300	0	0	0	0	50	16	8392050	1	1
SIRPB1	421731	424	39	813150	247950	0	0	0	0	50	17	9272100	1	1
SIRPD	422390	424	46	210450	63150	0	0	0	0	50	16	8792700	1	1
SIRT3	1463610	437	24	417750	133950	0	0	0	0	50	24	7682850	1	1
SIRT4	1621662	187	56	331050	99150	0	0	0	0	50	20	9978450	1	1
SIRT5	277510	425	37	351000	103500	0	0	0	0	50	9	8618400	1	1
SIRT6	2256881	244	42	373350	120750	0	0	0	0	50	22	9055050	1	1
SIRT7	3798594	211	19	426000	132450	0	0	0	0	50	10	7785450	1	1
SIT1	1202125	248	37	208050	66000	0	0	0	0	50	27	8758500	1	1
SIX2	74076	508	23	301650	94350	0	0	1	0	37	14	5980050	1	1
SIX5	929036	203	43	723150	279450	0	0	1	0	50	23	9528150	1	1
SIX6	325446	618	0	254700	80550	0	0	1	0	50	27	9094050	1	1
SKA1	277376	392	52	286950	69450	0	0	0	0	50	17	8686500	1	1
SKA2	843250	507	9	189600	39000	0	0	0	0	50	15	7998150	1	1
SKAP1	1097775	588	4	412800	94800	0	0	0	0	50	30	10305150	1	1
SKAP2	1041630	540	14	416250	91350	0	0	1	0	50	25	8370150	1	1
SKIL	368934	202	23	742500	191250	0	0	1	0	50	18	9415650	1	1
SLA2	1019481	176	62	292950	73350	0	0	0	0	50	19	7727100	1	1
SLAMF1	1160206	634	30	363000	101400	0	0	0	0	50	32	9674550	1	1
SLAMF6	1145424	590	26	363750	99300	0	0	1	0	50	27	9165150	1	1
SLAMF7	1188881	618	29	362550	102750	0	0	0	0	50	31	9247650	1	1
SLAMF8	802263	403	6	301200	92100	0	0	0	0	50	16	6586200	1	1
SLAMF9	812025	365	13	320100	76800	0	0	0	0	50	15	7312500	1	1
SLBP	884891	350	36	303000	75450	0	0	0	0	50	20	10208100	1	1
SLC10A2	199120	713	24	372000	108150	0	0	1	0	50	41	19663500	1	1
SLC10A7	60942	1043	16	386700	112800	0	0	0	0	50	13	8052600	1	1
SLC13A2	1517567	225	24	678150	209250	0	0	0	0	50	14	7417200	1	1
SLC14A1	381180	401	25	479550	138750	0	0	0	0	50	15	8373150	1	1
SLC15A2	516880	677	28	804900	218400	0	0	0	0	43	11	6766950	1	1
SLC15A5	NaN	NaN	NaN	622800	174600	0	0	0	0	50	40	16879200	1	1
SLC16A1	601487	276	16	527100	156450	0	0	1	0	50	10	7864200	1	1
SLC16A11	1696302	360	24	461700	181800	0	0	1	0	50	12	6849600	1	1
SLC16A14	377632	648	26	541200	155850	0	0	1	0	9	5	2556150	1	1
SLC16A2	357915	NaN	14	641850	196050	0	0	0	0	50	20	9821400	1	1
SLC16A3	2959536	193	27	476850	159450	0	0	0	0	50	22	9397650	1	1
SLC16A4	403650	479	31	527700	145500	0	0	0	0	50	12	8061000	1	1
SLC16A6	764688	237	11	554400	162000	0	0	0	0	50	20	9156300	1	1
SLC16A8	1478013	200	76	502200	186750	0	0	0	0	50	16	7705350	1	1
SLC16A9	135396	527	-16	541950	155550	0	0	0	0	50	31	9979650	1	1
SLC17A6	51732	865	-14	633750	173100	0	0	2	0	27	19	5271600	1	1
SLC18A1	158991	511	-4	576450	158850	0	0	0	0	50	20	8882700	1	1
